POINT_X,POINT_Y,Z
482669.06,2822085.38,12
482685.4719,2822085.38,12
482701.8838,2822085.38,12
482718.2957,2822085.38,12
482734.7076,2822085.38,12
482751.1195,2822085.38,12
482767.5314,2822085.38,12
482783.9433,2822085.38,12
482800.3553,2822085.38,12
482816.7672,2822085.38,12
482833.1791,2822085.38,12
482849.591,2822085.38,12
482866.0029,2822085.38,12
482882.4148,2822085.38,12
482898.8267,2822085.38,12
482915.2386,2822085.38,12
482931.6505,2822085.38,12
482948.0624,2822085.38,11.6464996
482964.4743,2822085.38,11.1763
482980.8862,2822085.38,10.7118998
482997.2981,2822085.38,10.3697996
483013.71,2822085.38,10.1028004
483030.1219,2822085.38,10
483046.5338,2822085.38,10
483062.9458,2822085.38,10
483079.3577,2822085.38,10
483095.7696,2822085.38,10
483112.1815,2822085.38,10
483128.5934,2822085.38,10
483145.0053,2822085.38,10
483161.4172,2822085.38,10
483177.8291,2822085.38,10
483194.241,2822085.38,10
483210.6529,2822085.38,10.2209997
482488.529,2822068.968,12
482504.9409,2822068.968,12
482521.3528,2822068.968,12
482537.7648,2822068.968,12
482554.1767,2822068.968,12
482570.5886,2822068.968,12
482587.0005,2822068.968,12
482603.4124,2822068.968,12
482619.8243,2822068.968,12
482636.2362,2822068.968,12
482652.6481,2822068.968,12
482669.06,2822068.968,12
482685.4719,2822068.968,12
482701.8838,2822068.968,12
482718.2957,2822068.968,12
482734.7076,2822068.968,12
482751.1195,2822068.968,12
482767.5314,2822068.968,12
482783.9433,2822068.968,12
482800.3553,2822068.968,12
482816.7672,2822068.968,12
482833.1791,2822068.968,12
482849.591,2822068.968,12
482866.0029,2822068.968,12
482882.4148,2822068.968,12
482898.8267,2822068.968,12
482915.2386,2822068.968,12
482931.6505,2822068.968,11.6363001
482948.0624,2822068.968,11.1485996
482964.4743,2822068.968,10.6707001
482980.8862,2822068.968,10.3636999
482997.2981,2822068.968,10
483013.71,2822068.968,10
483030.1219,2822068.968,10
483046.5338,2822068.968,10
483062.9458,2822068.968,10
483079.3577,2822068.968,10
483095.7696,2822068.968,10
483112.1815,2822068.968,10
483128.5934,2822068.968,10
483145.0053,2822068.968,10
483161.4172,2822068.968,10
483177.8291,2822068.968,9.7789898
483194.241,2822068.968,9.5851297
483210.6529,2822068.968,9.4043703
482488.529,2822052.556,12
482504.9409,2822052.556,12
482521.3528,2822052.556,12
482537.7648,2822052.556,12
482554.1767,2822052.556,12
482570.5886,2822052.556,12
482587.0005,2822052.556,12
482603.4124,2822052.556,12
482619.8243,2822052.556,12
482636.2362,2822052.556,12
482652.6481,2822052.556,12
482669.06,2822052.556,12
482685.4719,2822052.556,12
482701.8838,2822052.556,12
482718.2957,2822052.556,12
482734.7076,2822052.556,12
482751.1195,2822052.556,12
482767.5314,2822052.556,12
482783.9433,2822052.556,12
482800.3553,2822052.556,12
482816.7672,2822052.556,12
482833.1791,2822052.556,12
482849.591,2822052.556,12
482866.0029,2822052.556,12
482882.4148,2822052.556,12
482898.8267,2822052.556,12
482915.2386,2822052.556,11.6329002
482931.6505,2822052.556,11.1485996
482948.0624,2822052.556,10.6660995
482964.4743,2822052.556,10.3423996
482980.8862,2822052.556,10
482997.2981,2822052.556,10
483013.71,2822052.556,10
483030.1219,2822052.556,10
483046.5338,2822052.556,10
483062.9458,2822052.556,10
483079.3577,2822052.556,10
483095.7696,2822052.556,9.6557102
483112.1815,2822052.556,9.0190001
483128.5934,2822052.556,8.6879902
483145.0053,2822052.556,8.5010004
483161.4172,2822052.556,8.3582001
483177.8291,2822052.556,8.3638897
483194.241,2822052.556,8.5015497
483210.6529,2822052.556,8.6646299
482488.529,2822036.144,12
482504.9409,2822036.144,12
482521.3528,2822036.144,12
482537.7648,2822036.144,12
482554.1767,2822036.144,12
482570.5886,2822036.144,12
482587.0005,2822036.144,12
482603.4124,2822036.144,12
482619.8243,2822036.144,12
482636.2362,2822036.144,12
482652.6481,2822036.144,12
482669.06,2822036.144,12
482685.4719,2822036.144,12
482701.8838,2822036.144,12
482718.2957,2822036.144,12
482734.7076,2822036.144,12
482751.1195,2822036.144,12
482767.5314,2822036.144,12
482783.9433,2822036.144,12
482800.3553,2822036.144,12
482816.7672,2822036.144,12
482833.1791,2822036.144,12
482849.591,2822036.144,12
482866.0029,2822036.144,12
482882.4148,2822036.144,12
482898.8267,2822036.144,11.4565001
482915.2386,2822036.144,11.3025999
482931.6505,2822036.144,10.8190002
482948.0624,2822036.144,10.3483
482964.4743,2822036.144,10
482980.8862,2822036.144,10
482997.2981,2822036.144,10
483013.71,2822036.144,10
483030.1219,2822036.144,10
483046.5338,2822036.144,10
483062.9458,2822036.144,9.4986095
483079.3577,2822036.144,8.8640299
483095.7696,2822036.144,8.3703899
483112.1815,2822036.144,8
483128.5934,2822036.144,8
483145.0053,2822036.144,8
483161.4172,2822036.144,8
483177.8291,2822036.144,8
483194.241,2822036.144,8
483210.6529,2822036.144,8
482504.9409,2822019.732,12
482521.3528,2822019.732,12
482537.7648,2822019.732,12
482554.1767,2822019.732,12
482570.5886,2822019.732,12
482587.0005,2822019.732,12
482603.4124,2822019.732,12
482619.8243,2822019.732,12
482636.2362,2822019.732,12
482652.6481,2822019.732,12
482669.06,2822019.732,12
482685.4719,2822019.732,12
482701.8838,2822019.732,12
482718.2957,2822019.732,12
482734.7076,2822019.732,12
482751.1195,2822019.732,12
482767.5314,2822019.732,12
482783.9433,2822019.732,12
482800.3553,2822019.732,12
482816.7672,2822019.732,12
482833.1791,2822019.732,12
482849.591,2822019.732,12
482866.0029,2822019.732,11.9083004
482882.4148,2822019.732,11.5050001
482898.8267,2822019.732,11.3141003
482915.2386,2822019.732,10.8401003
482931.6505,2822019.732,10.5047998
482948.0624,2822019.732,10
482964.4743,2822019.732,10
482980.8862,2822019.732,10
482997.2981,2822019.732,10
483013.71,2822019.732,10
483030.1219,2822019.732,9.79842
483046.5338,2822019.732,9.1789503
483062.9458,2822019.732,8.5354795
483079.3577,2822019.732,8
483095.7696,2822019.732,8
483112.1815,2822019.732,8
483128.5934,2822019.732,8
483145.0053,2822019.732,8
483161.4172,2822019.732,8
483177.8291,2822019.732,8
483194.241,2822019.732,8
483210.6529,2822019.732,8
483227.0648,2822019.732,8
482504.9409,2822003.32,12
482521.3528,2822003.32,12
482537.7648,2822003.32,12
482554.1767,2822003.32,12
482570.5886,2822003.32,12
482587.0005,2822003.32,12
482603.4124,2822003.32,12
482619.8243,2822003.32,12
482636.2362,2822003.32,12
482652.6481,2822003.32,12
482669.06,2822003.32,12
482685.4719,2822003.32,12
482701.8838,2822003.32,12
482718.2957,2822003.32,12
482734.7076,2822003.32,12
482751.1195,2822003.32,12
482767.5314,2822003.32,12
482783.9433,2822003.32,12
482800.3553,2822003.32,12
482816.7672,2822003.32,12
482833.1791,2822003.32,12
482849.591,2822003.32,11.8374004
482866.0029,2822003.32,11.5184002
482882.4148,2822003.32,11.3509998
482898.8267,2822003.32,10.8605003
482915.2386,2822003.32,10.5338001
482931.6505,2822003.32,10.1634998
482948.0624,2822003.32,10
482964.4743,2822003.32,10
482980.8862,2822003.32,10
482997.2981,2822003.32,10
483013.71,2822003.32,9.4910603
483030.1219,2822003.32,8.8546
483046.5338,2822003.32,8.2102003
483062.9458,2822003.32,8
483079.3577,2822003.32,8
483095.7696,2822003.32,8
483112.1815,2822003.32,8
483128.5934,2822003.32,8
483145.0053,2822003.32,8
483161.4172,2822003.32,8
483177.8291,2822003.32,8
483194.241,2822003.32,8
483210.6529,2822003.32,8
483227.0648,2822003.32,8
482504.9409,2821986.908,12
482521.3528,2821986.908,12
482537.7648,2821986.908,12
482554.1767,2821986.908,12
482570.5886,2821986.908,12
482587.0005,2821986.908,12
482603.4124,2821986.908,12
482619.8243,2821986.908,12
482636.2362,2821986.908,12
482652.6481,2821986.908,12
482669.06,2821986.908,12
482685.4719,2821986.908,12
482701.8838,2821986.908,12
482718.2957,2821986.908,12
482734.7076,2821986.908,12
482751.1195,2821986.908,12
482767.5314,2821986.908,12
482783.9433,2821986.908,12
